TICKER,YEAR,CALENDAR_YEAR,PERIOD,NET_INCOME,DEPRECIATION_AND_AMORTIZATION,DEFERRED_INCOME_TAX,STOCK_BASED_COMPENSATION,CHANGE_IN_WORKING_CAPITAL,ACCOUNTS_RECEIVABLES,INVENTORY,ACCOUNTS_PAYABLES,OTHER_WORKING_CAPITAL,OTHER_NON_CASH_ITEMS,NET_OPERATING_ACTIVITIES,INVESTMENTS_IN_PROPERTY_PLANT_AND_EQUIPMENT,ACQUISITIONS,PURCHASES_OF_INVESTMENTS,SALES_OF_INVESTMENTS,OTHER_INVESTING_ACTIVITES,NET_INVESTING_ACTIVITES,DEBT_PAYMENT,COMMON_STOCK_ISSUED,COMMON_STOCK_REPURCHASED,DIVIDENDS_PAID,OTHER_FINANCING_ACTIVITES,NET_FINANCING_ACTIVITIES,FOREX_CHANGE,NET_CHANGE_IN_CASH,OPERATING_CASH_FLOW,CAPITAL_EXPENDITURE,FREE_CASH_FLOW
BRK.A,2012,2012,FY,15312000000,5146000000,0,0,1159000000,-1610000000,0,0,-352000000,-667000000,20950000000,-9775000000,-3188000000,-15626000000,17134000000,881000000,-10574000000,-7328000000,0,-1296000000,0,7818000000,-806000000,123000000,9693000000,20950000000,-9775000000,11175000000
BRK.A,2011,2011,FY,10746000000,4683000000,0,0,5510000000,0,0,0,3045000000,-463000000,20476000000,-8191000000,-8685000000,-28022000000,24388000000,1321000000,-19189000000,-6601000000,0,0,0,4384000000,-2217000000,2000000,-928000000,20476000000,-8191000000,12285000000
BRK.A,2010,2010,FY,13494000000,4279000000,0,0,1952000000,-1979000000,0,0,2812000000,-1830000000,17895000000,-5980000000,-15924000000,-14084000000,17838000000,-127000000,-18277000000,-3624000000,0,0,0,11749000000,8125000000,-74000000,7669000000,17895000000,-5980000000,11915000000
BRK.A,2009,2009,FY,8441000000,3127000000,0,0,1590000000,0,0,0,-1251000000,2688000000,15846000000,-4937000000,-108000000,-22436000000,15198000000,1122000000,-11161000000,-1586000000,0,0,0,1819000000,233000000,101000000,5019000000,15846000000,-4937000000,10909000000
BRK.A,2008,2008,FY,4994000000,2810000000,0,0,3454000000,0,0,0,2899000000,-6000000,11252000000,-6138000000,-6050000000,-60207000000,40186000000,143000000,-32066000000,-6241000000,0,0,0,8527000000,2286000000,-262000000,-18790000000,11252000000,-6138000000,5114000000
BRK.A,2007,2007,FY,13213000000,2407000000,0,0,2174000000,0,0,0,5028000000,-5244000000,12550000000,-5373000000,-1602000000,-32505000000,25033000000,1019000000,-13428000000,-3237000000,0,0,0,4603000000,1366000000,98000000,586000000,12550000000,-5373000000,7177000000
BRK.A,2006,2006,FY,11015000000,2066000000,0,0,-1075000000,0,0,0,1051000000,-1811000000,10195000000,-4571000000,-10132000000,-16920000000,15909000000,1637000000,-14077000000,-1751000000,0,0,0,4358000000,2607000000,0,-1275000000,10195000000,-4571000000,5624000000
BRK.A,2005,2005,FY,8528000000,982000000,0,0,6132000000,-1849000000,0,0,6238000000,-6196000000,9446000000,-2195000000,-2387000000,-21958000000,12014000000,685000000,-13841000000,-947000000,0,0,0,6575000000,5628000000,0,1233000000,9446000000,-2195000000,7251000000
BRK.A,2004,2004,FY,7308000000,911000000,0,0,822000000,-8000000,0,45000000,1110000000,-1636000000,7405000000,-1201000000,-414000000,-7956000000,12807000000,-3015000000,221000000,-1941000000,0,0,0,1785000000,-156000000,0,7470000000,7405000000,-1201000000,6204000000
BRK.A,2003,2003,FY,8151000000,520000000,0,0,3715000000,2018000000,0,-907000000,2792000000,-4129000000,8257000000,0,-3213000000,-11766000000,30656000000,436000000,16113000000,-3043000000,0,0,0,1882000000,-1161000000,0,23209000000,8257000000,0,8257000000
